state,district,year,suicide_count,rainfall_mm,yield_kg_ha,debt_per_farmer,msp_gap_percent,insurance_coverage_percent,crop_failure_percent,risk_level
Rajasthan,Sangrur,2022,119,1284,2372,154798,32,20,54,High
Telangana,Yavatmal,2016,53,736,1703,227270,49,31,17,Medium
Andhra Pradesh,Yavatmal,2022,63,681,4294,166450,21,65,50,Medium
Telangana,Nagaur,2016,127,1523,1402,204682,5,33,59,High
Punjab,Sangrur,2021,175,1168,4967,289711,39,10,67,High
Karnataka,Warangal,2022,86,510,4035,198922,17,42,43,Medium
Rajasthan,Nagaur,2015,5,532,1244,65575,43,75,30,Low
Karnataka,Sangrur,2015,113,1203,3628,73634,12,23,59,High
Telangana,Warangal,2017,41,1400,4661,269204,34,43,13,Medium
Telangana,Sangrur,2019,13,1064,3422,121426,19,32,7,Low
Rajasthan,Yavatmal,2017,20,601,4347,127375,42,65,32,Low
Telangana,Yavatmal,2016,48,1530,3611,126917,25,70,43,Medium
Andhra Pradesh,Bidar,2015,43,1180,4718,191704,5,6,4,Medium
Telangana,Yavatmal,2022,5,1566,2215,104893,24,53,8,Low
Andhra Pradesh,Kurnool,2022,69,1429,1282,78231,45,22,35,Medium
Telangana,Kurnool,2017,66,1404,2639,45169,35,65,64,Medium
Karnataka,Bidar,2016,171,1357,2266,169322,7,21,78,High
Rajasthan,Nagaur,2017,117,1196,3045,69023,33,8,61,High
Karnataka,Warangal,2016,5,317,4422,50239,14,80,22,Low
Telangana,Sangrur,2018,5,940,3330,115186,16,34,9,Low
Karnataka,Yavatmal,2015,89,890,2714,252682,35,76,58,Medium
Maharashtra,Warangal,2021,47,1558,3837,161458,19,51,38,Medium
Rajasthan,Bidar,2019,73,540,2049,48383,42,14,42,Medium
Maharashtra,Warangal,2018,41,767,3096,206173,39,33,12,Medium
Maharashtra,Warangal,2016,20,1254,3320,161666,5,65,31,Low
Punjab,Kurnool,2018,17,1781,1094,110636,26,27,15,Low
Telangana,Kurnool,2019,103,851,4192,244135,12,22,41,High
Punjab,Warangal,2021,136,336,2721,282134,13,11,41,High
Maharashtra,Nagaur,2016,104,1135,4301,66375,18,45,65,High
Andhra Pradesh,Sangrur,2021,5,628,1362,225961,16,89,3,Low
Andhra Pradesh,Yavatmal,2015,98,607,1261,138417,33,44,61,High
Punjab,Warangal,2019,140,1552,2725,257131,24,45,65,High
Maharashtra,Warangal,2020,73,336,4647,209541,9,38,39,Medium
Karnataka,Nagaur,2022,127,1475,3946,168604,11,71,79,High
Andhra Pradesh,Yavatmal,2022,171,1410,4622,220856,41,18,68,High
Telangana,Nagaur,2018,118,1037,3124,124176,43,32,64,High
Telangana,Yavatmal,2021,5,316,1116,69244,14,84,6,Low
Punjab,Yavatmal,2018,66,1262,4291,137772,45,83,60,Medium
Maharashtra,Warangal,2022,39,1176,4024,166774,32,17,15,Low
Telangana,Nagaur,2019,5,630,3103,64142,8,56,10,Low
Telangana,Kurnool,2016,5,1480,1150,109544,25,47,10,Low
Telangana,Nagaur,2019,67,1630,1160,53424,47,19,36,Medium
Rajasthan,Nagaur,2022,41,485,4245,191017,45,43,23,Medium
Maharashtra,Yavatmal,2020,36,1310,1924,226339,7,75,36,Low
Karnataka,Yavatmal,2018,88,1794,4884,182079,35,38,50,Medium
Maharashtra,Yavatmal,2020,10,1043,1426,148576,21,48,10,Low
Rajasthan,Kurnool,2016,56,1035,3738,291609,8,43,24,Medium
Maharashtra,Yavatmal,2021,134,1335,4712,62664,20,9,68,High
Maharashtra,Bidar,2021,141,1506,3470,258360,49,18,55,High
Andhra Pradesh,Yavatmal,2021,99,1151,1071,56296,45,23,58,High
Telangana,Sangrur,2019,74,341,1770,187110,19,51,46,Medium
Karnataka,Sangrur,2021,40,1575,4714,184525,39,61,29,Low
Rajasthan,Warangal,2020,103,1230,1155,214249,34,11,39,High
Punjab,Yavatmal,2021,83,1706,4123,145341,40,28,40,Medium
Rajasthan,Bidar,2019,68,1439,1703,254842,22,46,30,Medium
Rajasthan,Kurnool,2022,5,410,3919,46490,38,31,13,Low
Punjab,Bidar,2019,77,1566,1597,175250,10,36,42,Medium
Rajasthan,Bidar,2022,18,1166,3133,96775,43,68,30,Low
Karnataka,Bidar,2018,147,963,3142,221929,43,50,77,High
Maharashtra,Bidar,2018,150,711,3447,89919,22,12,75,High
Karnataka,Nagaur,2019,131,808,4531,293672,42,49,58,High
Karnataka,Nagaur,2022,33,1507,1190,160775,14,78,36,Low
Punjab,Bidar,2016,36,638,3285,130956,8,54,29,Low
Maharashtra,Sangrur,2019,94,1556,3958,221134,25,64,58,High
Rajasthan,Kurnool,2018,88,1093,1613,251746,40,56,51,Medium
Andhra Pradesh,Nagaur,2015,39,504,4048,296496,21,54,14,Low
Punjab,Yavatmal,2022,78,900,4708,272625,38,13,21,Medium
Maharashtra,Warangal,2015,98,692,2126,100333,48,30,57,High
Andhra Pradesh,Warangal,2022,59,1093,4603,110520,27,33,31,Medium
Telangana,Sangrur,2017,154,1161,2876,140704,11,26,74,High
Rajasthan,Yavatmal,2019,30,807,2667,157441,27,38,17,Low
Maharashtra,Sangrur,2015,129,1016,4168,169830,6,41,68,High
Maharashtra,Yavatmal,2019,76,1799,4394,44281,22,57,63,Medium
Karnataka,Nagaur,2017,5,461,4558,56558,25,89,18,Low
Telangana,Kurnool,2016,15,1439,2436,104264,17,67,27,Low
Karnataka,Bidar,2020,118,1150,2971,206660,26,19,50,High
Karnataka,Warangal,2018,115,1112,3847,270003,5,75,73,High
Maharashtra,Nagaur,2021,17,474,4205,215409,13,72,23,Low
Andhra Pradesh,Sangrur,2017,39,1651,4942,104319,39,21,18,Low
Telangana,Bidar,2017,74,1648,1847,44990,46,38,48,Medium
Maharashtra,Nagaur,2019,158,1183,4247,296100,30,27,62,High
Karnataka,Bidar,2018,81,1323,4675,173979,41,28,33,Medium
Telangana,Nagaur,2018,53,628,2900,188352,40,18,19,Medium
Punjab,Sangrur,2015,189,1227,4950,265018,46,6,68,High
Karnataka,Warangal,2020,87,1747,3518,58887,33,8,38,Medium
Punjab,Kurnool,2022,76,783,2954,169333,27,50,44,Medium
Telangana,Yavatmal,2019,111,723,4832,183812,35,52,61,High
Telangana,Nagaur,2017,76,411,4158,79334,25,17,37,Medium
Maharashtra,Nagaur,2021,60,833,4750,215046,34,22,18,Medium
Maharashtra,Nagaur,2016,56,1138,1518,134493,22,17,25,Medium
Maharashtra,Bidar,2020,5,634,2870,92072,44,88,15,Low
Rajasthan,Nagaur,2015,76,618,4463,86959,36,49,52,Medium
Maharashtra,Kurnool,2022,5,1491,3317,299629,29,65,1,Low
Rajasthan,Kurnool,2015,78,331,2847,283786,8,27,29,Medium
Andhra Pradesh,Nagaur,2016,66,447,1655,197856,41,62,44,Medium
Punjab,Bidar,2015,45,698,2151,144000,38,85,52,Medium
Telangana,Warangal,2019,5,806,3568,86790,37,37,4,Low
Rajasthan,Yavatmal,2016,5,1798,4924,192495,29,59,9,Low
Andhra Pradesh,Warangal,2019,83,430,2475,213786,32,11,26,Medium
Punjab,Yavatmal,2019,119,1080,4708,162841,43,23,51,High
Telangana,Warangal,2020,160,1242,4044,209357,16,25,75,High
Rajasthan,Yavatmal,2016,109,1431,2210,172298,41,52,63,High
Maharashtra,Nagaur,2019,120,1169,3134,239944,8,17,42,High
Rajasthan,Yavatmal,2017,52,516,1720,164815,28,11,13,Medium
Andhra Pradesh,Warangal,2016,159,1365,2388,236494,14,30,76,High
Andhra Pradesh,Kurnool,2020,142,351,4987,242328,44,63,77,High
Telangana,Kurnool,2020,146,1789,2327,115666,38,7,68,High
Maharashtra,Warangal,2019,43,1675,2822,263931,31,73,37,Medium
Telangana,Sangrur,2022,64,1536,2623,61147,35,53,53,Medium
Karnataka,Bidar,2016,142,1773,3654,181171,15,21,66,High
Karnataka,Kurnool,2018,5,968,4156,98040,32,76,20,Low
Rajasthan,Kurnool,2019,118,1223,1470,249589,7,73,73,High
Telangana,Warangal,2021,44,1206,2148,252143,38,17,7,Medium
Rajasthan,Yavatmal,2020,99,1220,4227,70565,24,43,67,High
Karnataka,Yavatmal,2017,112,467,1376,156440,46,73,77,High
Karnataka,Nagaur,2020,50,1530,2177,187743,13,5,9,Medium
Andhra Pradesh,Yavatmal,2016,5,697,1293,106625,20,79,6,Low
Rajasthan,Warangal,2016,5,779,1862,95994,26,71,31,Low
Rajasthan,Bidar,2018,123,454,3533,147771,7,34,66,High
Maharashtra,Kurnool,2021,5,1238,1938,33970,36,47,3,Low
Andhra Pradesh,Yavatmal,2017,100,1170,1701,187833,13,50,55,High
Punjab,Warangal,2015,20,1295,1793,162633,26,73,35,Low
Punjab,Bidar,2017,34,350,2392,189402,16,7,7,Low
Rajasthan,Yavatmal,2019,59,926,3726,269026,13,27,12,Medium
Rajasthan,Yavatmal,2022,5,1652,2868,289111,46,85,7,Low
Rajasthan,Yavatmal,2022,35,557,2506,155019,23,37,21,Low
Andhra Pradesh,Nagaur,2019,15,1073,2842,203602,22,57,19,Low
Karnataka,Sangrur,2016,5,1359,4545,46148,22,64,18,Low
Rajasthan,Yavatmal,2017,8,890,1443,119379,5,89,42,Low
Telangana,Nagaur,2021,73,399,3086,43944,49,78,72,Medium
Rajasthan,Nagaur,2017,135,543,3933,231290,10,25,62,High
Punjab,Yavatmal,2017,40,1129,2386,291092,23,57,24,Low
Rajasthan,Warangal,2015,112,821,2601,155191,37,42,62,High
Andhra Pradesh,Bidar,2016,65,1390,2928,241588,46,14,12,Medium
Maharashtra,Kurnool,2019,84,1772,2154,288116,29,68,49,Medium
Karnataka,Bidar,2022,57,881,4696,88900,11,11,27,Medium
Karnataka,Warangal,2021,107,493,4014,297310,22,14,33,High
Punjab,Nagaur,2018,5,1113,1060,105276,20,84,5,Low
Karnataka,Nagaur,2020,117,1757,1037,127847,45,63,77,High
Punjab,Yavatmal,2021,112,866,3614,102832,12,8,53,High
Karnataka,Sangrur,2017,10,428,3076,158544,45,27,5,Low
Karnataka,Yavatmal,2020,5,988,3581,242208,17,80,4,Low
Andhra Pradesh,Kurnool,2022,101,856,4289,285623,44,9,28,High
Karnataka,Kurnool,2015,64,1709,4646,117007,35,11,30,Medium
Punjab,Sangrur,2022,159,372,1009,275741,30,5,57,High
Rajasthan,Bidar,2020,49,1661,4773,240103,7,21,8,Medium
Karnataka,Bidar,2020,5,1207,4036,93960,40,58,11,Low
Rajasthan,Nagaur,2020,61,1267,2315,243065,11,20,14,Medium
Karnataka,Bidar,2018,134,1224,2150,107952,43,5,63,High
Karnataka,Bidar,2021,5,1600,3028,45583,37,52,22,Low
Telangana,Warangal,2015,60,695,4280,166692,19,78,52,Medium
Karnataka,Bidar,2016,70,1213,4374,232049,12,26,26,Medium
Andhra Pradesh,Warangal,2021,111,1430,2413,44071,18,37,71,High
Punjab,Sangrur,2016,17,1466,4490,269139,32,43,4,Low
Rajasthan,Bidar,2020,5,398,3288,116217,36,71,15,Low
Punjab,Yavatmal,2017,49,1655,4927,186100,28,52,30,Medium
Punjab,Nagaur,2021,115,727,4937,109711,8,9,53,High
Rajasthan,Yavatmal,2021,184,1113,2565,263597,41,20,79,High
Punjab,Kurnool,2016,35,1328,2942,297800,12,25,2,Low
Telangana,Nagaur,2017,93,939,4414,242916,33,56,47,High
Rajasthan,Warangal,2015,25,1714,4186,144688,43,43,19,Low
Karnataka,Kurnool,2021,127,1534,2984,255440,37,36,59,High
Karnataka,Warangal,2015,103,541,4446,99770,37,23,54,High
Maharashtra,Warangal,2016,5,1611,2161,150424,12,79,20,Low
Karnataka,Warangal,2021,5,525,4031,131216,45,67,21,Low
Andhra Pradesh,Sangrur,2019,40,751,4440,207071,20,66,35,Low
Karnataka,Kurnool,2022,5,794,2062,60881,46,19,6,Low
Karnataka,Warangal,2015,56,839,3403,116675,12,69,51,Medium
Karnataka,Bidar,2016,69,1783,4496,68079,16,85,69,Medium
Maharashtra,Kurnool,2015,5,1442,1576,118378,40,83,19,Low
Maharashtra,Kurnool,2017,117,1430,3086,118075,23,51,76,High
Rajasthan,Warangal,2016,15,1308,2842,154202,38,53,18,Low
Andhra Pradesh,Bidar,2022,58,520,2983,44629,37,14,37,Medium
Maharashtra,Nagaur,2017,103,387,3502,152388,24,14,47,High
Telangana,Yavatmal,2020,36,1201,1740,159401,8,27,13,Low
Karnataka,Yavatmal,2018,49,666,3827,219668,24,70,36,Medium
Rajasthan,Nagaur,2018,131,1512,4249,95555,40,19,62,High
Rajasthan,Sangrur,2019,137,1446,2463,198862,26,39,71,High
Maharashtra,Nagaur,2015,27,1022,2798,292051,16,88,25,Low
Karnataka,Sangrur,2020,99,1260,3344,164266,19,58,64,High
Maharashtra,Nagaur,2016,122,429,3339,278719,7,34,55,High
Punjab,Yavatmal,2015,111,1064,2220,260099,38,60,55,High
Maharashtra,Bidar,2018,113,452,2588,203453,48,47,62,High
Telangana,Kurnool,2021,128,1581,1949,291046,34,47,61,High
Andhra Pradesh,Nagaur,2017,116,1749,2303,276130,34,41,53,High
Punjab,Nagaur,2021,73,1184,3383,148833,25,59,55,Medium
Karnataka,Nagaur,2019,124,1434,2357,271630,49,22,44,High
Rajasthan,Bidar,2018,141,1776,4624,142858,20,34,77,High
Andhra Pradesh,Kurnool,2019,35,1171,4070,197596,19,88,45,Low
Rajasthan,Nagaur,2018,35,649,3329,282196,17,73,25,Low
Telangana,Warangal,2015,95,704,2138,94467,19,30,54,High
Punjab,Kurnool,2015,5,1704,1522,88906,34,87,34,Low
Andhra Pradesh,Kurnool,2015,90,686,1962,250979,34,62,54,Medium
Karnataka,Nagaur,2020,5,953,3744,129770,12,76,19,Low
Punjab,Kurnool,2019,68,1478,3551,149058,30,57,51,Medium
Karnataka,Warangal,2022,5,1503,4253,287282,36,73,8,Low
Punjab,Kurnool,2017,99,990,3217,58830,30,22,57,High
Rajasthan,Warangal,2015,58,803,1626,298159,7,8,4,Medium
Karnataka,Sangrur,2015,5,1465,1789,207587,31,47,3,Low
Rajasthan,Bidar,2018,60,1736,1935,197157,5,25,24,Medium
Telangana,Warangal,2020,140,564,4731,220690,40,40,73,High
Andhra Pradesh,Bidar,2019,81,1553,1722,59767,46,17,43,Medium
Andhra Pradesh,Nagaur,2016,76,522,3840,107015,43,25,41,Medium
Maharashtra,Yavatmal,2016,15,1519,4975,235407,18,81,21,Low
Maharashtra,Kurnool,2022,7,1643,2945,179816,37,56,18,Low
Telangana,Sangrur,2015,35,1034,1777,159774,38,71,39,Low
Andhra Pradesh,Sangrur,2019,5,1473,2491,129248,33,85,31,Low
Rajasthan,Bidar,2019,129,1711,2789,129969,16,39,70,High
Andhra Pradesh,Kurnool,2016,47,462,3607,251582,11,19,6,Medium
Karnataka,Warangal,2020,5,1355,2146,156618,19,48,9,Low
Telangana,Bidar,2021,5,1257,3860,79875,12,62,19,Low
Punjab,Yavatmal,2022,64,373,1253,98625,39,47,50,Medium
Punjab,Sangrur,2018,95,875,4653,80317,11,78,79,High
Rajasthan,Bidar,2017,7,862,4356,199451,19,80,25,Low
Andhra Pradesh,Warangal,2018,76,539,1360,207182,7,71,50,Medium
Telangana,Yavatmal,2016,43,643,4786,251538,27,36,19,Medium
Telangana,Sangrur,2016,46,826,3551,212506,31,11,6,Medium
Andhra Pradesh,Bidar,2016,57,1177,4625,68237,12,44,46,Medium
Rajasthan,Warangal,2015,110,1658,4678,81524,9,21,53,High
Rajasthan,Yavatmal,2019,101,691,4809,296404,33,73,53,High
Punjab,Warangal,2018,5,428,2158,172049,47,75,17,Low
Andhra Pradesh,Nagaur,2020,22,1633,3922,158476,46,73,30,Low
Andhra Pradesh,Warangal,2021,112,1007,1916,144944,19,21,51,High
Punjab,Sangrur,2016,5,935,4873,41628,10,73,7,Low
Andhra Pradesh,Sangrur,2020,118,696,3730,234674,29,21,45,High
Andhra Pradesh,Yavatmal,2022,11,514,4322,101895,33,58,27,Low
Andhra Pradesh,Kurnool,2016,33,1154,2566,190444,41,71,36,Low
Rajasthan,Warangal,2015,56,1329,1378,230073,36,27,17,Medium
Telangana,Warangal,2015,100,1722,4243,276765,26,54,52,High
Telangana,Yavatmal,2021,94,1751,3668,230146,49,48,52,High
Telangana,Sangrur,2020,35,1085,1154,252716,14,53,15,Low
Karnataka,Warangal,2021,149,478,2071,239991,5,11,53,High
Telangana,Nagaur,2015,5,550,2542,102795,7,67,6,Low
Punjab,Nagaur,2017,5,1217,4644,49575,30,44,8,Low
Andhra Pradesh,Sangrur,2021,34,546,1410,142666,13,61,33,Low
Punjab,Kurnool,2015,5,511,4147,51134,38,84,4,Low
Maharashtra,Nagaur,2015,130,762,3075,230065,21,62,74,High
Maharashtra,Nagaur,2017,81,1430,2481,69222,32,54,65,Medium
Telangana,Yavatmal,2019,104,1666,3765,167166,14,13,44,High
Andhra Pradesh,Bidar,2022,146,533,2656,264815,12,56,76,High
Maharashtra,Yavatmal,2015,5,1129,4417,151822,23,42,6,Low
Andhra Pradesh,Kurnool,2020,5,1456,1845,118116,6,66,23,Low
Telangana,Nagaur,2017,52,1027,3899,273758,31,56,24,Medium
Karnataka,Nagaur,2022,73,1442,3782,106794,32,60,59,Medium
Rajasthan,Warangal,2016,97,1267,2404,171019,16,29,44,High
Telangana,Bidar,2017,10,608,2057,208810,17,74,21,Low
Telangana,Bidar,2017,40,434,4161,104134,42,83,53,Low
Andhra Pradesh,Yavatmal,2018,5,1113,4073,139398,34,67,3,Low
Andhra Pradesh,Bidar,2015,55,1172,4605,297759,32,89,45,Medium
Rajasthan,Bidar,2019,92,1060,4331,258464,34,35,34,Medium
Telangana,Nagaur,2017,84,787,4453,82494,42,27,52,Medium
Karnataka,Bidar,2021,64,479,4051,35833,18,18,33,Medium
Karnataka,Yavatmal,2017,137,1583,4747,36732,36,13,67,High
Telangana,Yavatmal,2022,21,549,3493,38469,7,79,48,Low
Karnataka,Kurnool,2017,12,1097,1268,115227,25,45,19,Low
Rajasthan,Warangal,2022,63,1616,3045,194894,14,22,20,Medium
Punjab,Nagaur,2017,85,855,2105,225647,38,69,55,Medium
Andhra Pradesh,Bidar,2022,5,1233,1230,43448,35,75,17,Low
Andhra Pradesh,Warangal,2016,5,1356,1259,56547,13,68,30,Low
Andhra Pradesh,Warangal,2021,87,1452,2294,51673,30,65,67,Medium
Telangana,Warangal,2021,68,1383,1550,31658,40,25,41,Medium
Maharashtra,Kurnool,2018,74,963,2919,298520,30,25,18,Medium
Rajasthan,Sangrur,2021,46,327,1135,41164,25,85,58,Medium
Telangana,Kurnool,2021,116,1626,3081,170289,46,71,72,High
Telangana,Yavatmal,2017,126,1669,1347,191101,18,7,50,High
Karnataka,Warangal,2020,57,633,2043,200188,31,64,45,Medium
Karnataka,Kurnool,2022,80,667,1535,283297,6,88,54,Medium
Karnataka,Kurnool,2016,104,428,2470,77717,39,55,71,High
Andhra Pradesh,Bidar,2015,140,825,1348,165673,7,28,65,High
Maharashtra,Kurnool,2018,107,1524,4213,142265,44,27,55,High
Maharashtra,Sangrur,2016,5,1146,4400,64022,22,83,18,Low
Andhra Pradesh,Nagaur,2022,174,1541,4143,262413,38,6,69,High
Rajasthan,Warangal,2020,5,1282,4052,91330,47,76,13,Low
Rajasthan,Nagaur,2017,152,378,2971,270509,38,52,79,High
Telangana,Warangal,2019,5,316,2758,166485,14,58,6,Low
Telangana,Warangal,2015,74,1435,3743,38039,11,55,58,Medium
Andhra Pradesh,Kurnool,2021,184,1610,2627,274841,17,22,75,High
Punjab,Kurnool,2022,46,356,1381,228453,9,39,19,Medium
Andhra Pradesh,Warangal,2020,5,617,1533,35704,44,30,5,Low
Punjab,Warangal,2020,94,953,2454,163005,47,79,73,High
Telangana,Kurnool,2020,5,1388,1792,113187,19,85,3,Low
Andhra Pradesh,Bidar,2021,5,1704,2648,290851,42,67,1,Low
Maharashtra,Sangrur,2018,19,1697,2693,276797,17,88,27,Low
Karnataka,Warangal,2016,5,1329,1241,75217,45,87,6,Low
Karnataka,Warangal,2019,23,1333,1137,116728,32,28,19,Low
Telangana,Sangrur,2016,94,695,2937,51637,38,46,66,High
Punjab,Yavatmal,2016,136,1491,4415,164556,40,54,76,High
Karnataka,Kurnool,2017,117,1625,3093,69952,6,9,54,High
Karnataka,Nagaur,2017,11,690,3439,101519,47,86,38,Low
Telangana,Nagaur,2016,50,1251,2502,83619,13,12,19,Medium
Maharashtra,Bidar,2018,27,330,1613,71770,33,14,12,Low
Rajasthan,Nagaur,2018,82,1277,4799,78671,13,51,63,Medium
Punjab,Yavatmal,2016,5,1231,2659,79948,42,81,5,Low
Rajasthan,Kurnool,2020,73,435,2327,175804,28,83,65,Medium
Maharashtra,Sangrur,2022,85,683,1374,232957,45,76,55,Medium
Maharashtra,Kurnool,2016,52,1124,2176,100949,26,65,47,Medium
Telangana,Warangal,2020,5,1544,4242,93805,40,89,4,Low
Rajasthan,Yavatmal,2022,93,1566,3945,104888,49,22,48,High
Karnataka,Sangrur,2015,111,1029,4068,105561,39,42,67,High
Punjab,Yavatmal,2022,142,1779,2614,158658,44,21,65,High
Andhra Pradesh,Yavatmal,2019,123,1635,2135,244697,10,73,75,High
Rajasthan,Bidar,2015,5,307,4243,89321,44,71,13,Low
Maharashtra,Bidar,2022,92,655,3897,202097,17,63,53,Medium
Karnataka,Bidar,2020,32,1727,1772,91201,15,49,28,Low
Maharashtra,Warangal,2018,66,632,2047,176149,44,52,45,Medium
Maharashtra,Bidar,2016,44,476,4335,141118,45,21,23,Medium
Rajasthan,Kurnool,2017,25,1744,4376,46447,46,78,44,Low
Punjab,Kurnool,2018,88,743,3543,227057,38,75,64,Medium
Telangana,Kurnool,2018,67,692,1841,147136,44,43,41,Medium
Telangana,Warangal,2018,49,1615,4958,138024,38,51,39,Medium
Telangana,Sangrur,2015,5,1191,2492,143389,40,73,1,Low
Andhra Pradesh,Yavatmal,2015,75,544,3298,73130,9,45,51,Medium
Andhra Pradesh,Warangal,2019,61,1389,4898,243827,31,14,13,Medium
Maharashtra,Yavatmal,2021,91,1764,4721,119831,29,83,77,Medium
Andhra Pradesh,Kurnool,2020,77,1433,3400,247789,13,49,35,Medium
Maharashtra,Kurnool,2017,5,1521,4005,38951,43,89,18,Low
Maharashtra,Yavatmal,2019,155,343,3079,168235,43,36,77,High
Maharashtra,Nagaur,2021,103,971,3279,259216,44,12,35,High
Rajasthan,Sangrur,2021,50,1657,3196,215751,21,22,12,Medium
Telangana,Bidar,2016,5,473,2866,184014,29,78,24,Low
Andhra Pradesh,Kurnool,2015,74,1479,4747,39297,10,70,67,Medium
Punjab,Yavatmal,2020,129,889,1066,242143,5,48,63,High
Punjab,Nagaur,2022,34,1652,1070,170350,45,11,9,Low
Karnataka,Bidar,2018,103,1210,2151,182770,6,60,68,High
Rajasthan,Kurnool,2016,55,1229,1253,119147,43,48,36,Medium
Punjab,Kurnool,2018,5,1540,2758,210122,38,76,19,Low
Maharashtra,Warangal,2022,5,1647,4294,161151,14,52,10,Low
Karnataka,Warangal,2017,58,1726,3623,64171,23,80,62,Medium
Karnataka,Warangal,2015,5,810,1041,67748,43,34,5,Low
Maharashtra,Sangrur,2021,93,1600,2237,39958,10,54,66,High
Karnataka,Bidar,2020,5,1253,4946,53731,41,52,1,Low
Rajasthan,Sangrur,2016,114,1379,1740,222144,32,86,79,High
Punjab,Kurnool,2022,5,1639,4948,203211,14,88,25,Low
Rajasthan,Kurnool,2016,148,663,4914,191680,22,11,56,High
Rajasthan,Sangrur,2018,152,1125,4343,256074,15,20,60,High
Punjab,Sangrur,2016,106,1063,1357,156895,28,88,78,High
Maharashtra,Bidar,2018,86,589,2320,183256,15,27,38,Medium
Punjab,Nagaur,2018,25,1097,4038,178310,5,45,20,Low
Punjab,Sangrur,2018,6,1416,4834,246585,33,42,1,Low
Karnataka,Nagaur,2015,9,1002,4488,53694,49,35,21,Low
Rajasthan,Yavatmal,2017,77,1492,3490,199143,49,63,50,Medium
Telangana,Kurnool,2018,55,588,2235,96535,25,64,52,Medium
Karnataka,Bidar,2017,180,1173,1959,253129,11,11,72,High
Telangana,Nagaur,2015,60,1070,4765,127812,35,52,47,Medium
Telangana,Kurnool,2021,60,827,4273,229530,30,9,11,Medium
Rajasthan,Sangrur,2018,112,1383,4323,171035,20,23,49,High
Telangana,Kurnool,2016,7,1244,4948,43155,33,64,29,Low
Punjab,Sangrur,2021,22,604,3741,107932,8,82,42,Low
Punjab,Warangal,2016,110,1221,2430,66680,41,12,53,High
Karnataka,Sangrur,2020,22,1212,2521,134533,30,62,28,Low
Rajasthan,Bidar,2017,51,965,2153,276602,21,38,19,Medium
Maharashtra,Kurnool,2019,11,834,4449,155015,33,76,26,Low
Karnataka,Bidar,2018,39,1641,4630,228989,46,63,31,Low
Rajasthan,Bidar,2019,5,1616,2358,90046,47,73,11,Low
Rajasthan,Yavatmal,2021,17,762,3902,80094,44,34,16,Low
Telangana,Nagaur,2019,15,820,4392,294250,42,68,8,Low
Maharashtra,Sangrur,2016,68,1675,4641,185312,36,52,45,Medium
Telangana,Kurnool,2020,89,779,3462,224724,20,50,46,Medium
Karnataka,Bidar,2019,52,1113,1178,79314,21,46,45,Medium
Punjab,Nagaur,2022,43,1517,3474,162001,27,65,37,Medium
Karnataka,Yavatmal,2020,20,727,4775,251580,28,32,1,Low
Maharashtra,Yavatmal,2021,96,487,1384,147926,19,37,53,High
Maharashtra,Bidar,2015,49,817,4102,199668,44,44,30,Medium
Telangana,Kurnool,2019,170,1308,1003,284697,7,16,65,High
Maharashtra,Kurnool,2015,38,1523,3591,73442,21,38,35,Low
Rajasthan,Yavatmal,2022,31,993,2169,124769,43,37,27,Low
Andhra Pradesh,Sangrur,2015,45,1077,1222,142363,29,88,57,Medium
Telangana,Kurnool,2016,28,1575,2011,58273,6,38,25,Low
Rajasthan,Warangal,2020,82,1716,1761,219807,47,42,42,Medium
Punjab,Yavatmal,2022,35,1161,3664,243391,35,62,28,Low
Maharashtra,Sangrur,2019,11,1341,1814,202959,34,40,9,Low
Andhra Pradesh,Warangal,2019,93,875,4950,110570,39,32,55,High
Rajasthan,Bidar,2021,23,1767,3728,94557,5,46,23,Low
Punjab,Bidar,2022,139,1278,1599,299432,7,64,76,High
Karnataka,Yavatmal,2022,57,1074,4794,172207,9,62,40,Medium
Punjab,Bidar,2021,71,1138,3212,207878,15,78,55,Medium
Karnataka,Warangal,2015,116,467,4042,299283,31,23,43,High
Andhra Pradesh,Yavatmal,2022,152,1570,4431,224444,33,9,58,High
Punjab,Kurnool,2020,95,403,3190,112124,5,42,53,High
Karnataka,Sangrur,2016,59,1046,2663,84203,48,10,28,Medium
Andhra Pradesh,Yavatmal,2020,160,411,4051,83520,42,13,74,High
Rajasthan,Nagaur,2016,49,1544,3416,78061,31,29,36,Medium
Karnataka,Sangrur,2021,103,1435,4001,133313,45,48,59,High
Andhra Pradesh,Kurnool,2019,92,679,2625,202263,7,6,25,Medium
Maharashtra,Sangrur,2015,117,489,4674,186597,49,53,69,High
Telangana,Bidar,2020,41,1248,3260,274335,35,26,11,Medium
Karnataka,Yavatmal,2019,23,949,1485,67855,35,41,28,Low
Rajasthan,Yavatmal,2021,47,571,2048,56534,6,42,41,Medium
Maharashtra,Sangrur,2022,101,534,1831,197011,20,86,77,High
Punjab,Yavatmal,2017,135,1520,1273,161661,17,36,71,High
Maharashtra,Warangal,2015,20,1403,2258,109134,31,64,33,Low
Karnataka,Nagaur,2015,42,1086,4540,214616,25,46,23,Medium
Karnataka,Warangal,2015,76,1413,1615,239843,16,36,33,Medium
Telangana,Sangrur,2020,47,1414,2732,128884,22,39,34,Medium
Maharashtra,Bidar,2017,97,1221,3281,116496,47,82,74,High
Andhra Pradesh,Yavatmal,2021,5,1284,2158,259766,12,82,1,Low
Punjab,Kurnool,2018,99,1233,2970,187795,7,68,68,High
